행정구역별(읍면동),연령별,총인구(명)
태백시,45~49세,3383
속초시,15~19세,3403
속초시,20~24세,3791
속초시,25~29세,4372
속초시,30~34세,4166
속초시,35~39세,5100
속초시,40~44세,5558
속초시,45~49세,6689
삼척시,15~19세,3374
삼척시,20~24세,5913
삼척시,25~29세,3219
삼척시,30~34세,2625
삼척시,35~39세,3248
삼척시,40~44세,3877
삼척시,45~49세,4806
홍천군,15~19세,2650
홍천군,20~24세,3109
홍천군,25~29세,3400
홍천군,30~34세,2927
홍천군,35~39세,3244
홍천군,40~44세,3575
홍천군,45~49세,4396
횡성군,15~19세,2079
횡성군,20~24세,2077
횡성군,25~29세,1790
횡성군,30~34세,1581
횡성군,35~39세,1938
횡성군,40~44세,2081
횡성군,45~49세,2733
영월군,15~19세,1485
영월군,20~24세,1549
영월군,25~29세,1315
영월군,30~34세,1188
영월군,35~39세,1525
영월군,40~44세,1809
영월군,45~49세,2575
평창군,15~19세,1272
평창군,20~24세,1466
평창군,25~29세,1525
평창군,30~34세,1349
평창군,35~39세,1695
평창군,40~44세,2161
평창군,45~49세,2913
정선군,15~19세,1125
정선군,20~24세,1145
정선군,25~29세,1217
정선군,30~34세,1379
정선군,35~39세,1732
정선군,40~44세,2112
정선군,45~49세,2612
철원군,15~19세,1716
철원군,20~24세,2412
철원군,25~29세,3155
철원군,30~34세,2342
철원군,35~39세,2432
철원군,40~44세,2571
철원군,45~49세,2997
화천군,15~19세,795
화천군,20~24세,1545
화천군,25~29세,2098
화천군,30~34세,1579
화천군,35~39세,1302
화천군,40~44세,1223
화천군,45~49세,1413
양구군,15~19세,1050
양구군,20~24세,1199
양구군,25~29세,1642
양구군,30~34세,1317
양구군,35~39세,1256
양구군,40~44세,1146
양구군,45~49세,1329
인제군,15~19세,878
인제군,20~24세,1507
인제군,25~29세,2208
인제군,30~34세,1877
인제군,35~39세,1948
인제군,40~44세,1847
인제군,45~49세,1997
고성군,15~19세,877
고성군,20~24세,1967
고성군,25~29세,1692
고성군,30~34세,1167
고성군,35~39세,1187
고성군,40~44세,1274
고성군,45~49세,1697
양양군,15~19세,871
양양군,20~24세,1020
양양군,25~29세,1127
양양군,30~34세,1024
양양군,35~39세,1347
양양군,40~44세,1543
양양군,45~49세,1844
읍부,15~19세,16826
읍부,20~24세,20711
읍부,25~29세,23076
읍부,30~34세,23684
읍부,35~39세,28071
읍부,40~44세,27797
읍부,45~49세,27891
면부,15~19세,11193
면부,20~24세,18614
면부,25~29세,19453
면부,30~34세,17409
면부,35~39세,17740
면부,40~44세,17084
면부,45~49세,20274
동부,15~19세,52330
동부,20~24세,73346
동부,25~29세,68083
동부,30~34세,55656
동부,35~39세,65285
동부,40~44세,69499
동부,45~49세,79971
충주시,15~19세,10682
충주시,20~24세,16672
충주시,25~29세,14963
충주시,30~34세,11804
충주시,35~39세,13375
충주시,40~44세,14145
충주시,45~49세,16729
제천시,15~19세,6983
제천시,20~24세,10153
제천시,25~29세,7034
제천시,30~34세,5918
제천시,35~39세,7318
제천시,40~44세,8032
제천시,45~49세,10159
청주시,15~19세,45313
청주시,20~24세,62452
청주시,25~29세,65055
청주시,30~34세,56904
청주시,35~39세,65033
청주시,40~44세,65564
청주시,45~49세,70839
상당구,15~19세,9985
상당구,20~24세,11574
상당구,25~29세,11516
상당구,30~34세,9907
상당구,35~39세,12595
상당구,40~44세,13714
상당구,45~49세,15859
서원구,15~19세,11773
서원구,20~24세,18089
서원구,25~29세,14874
서원구,30~34세,11018
서원구,35~39세,12676
서원구,40~44세,14057
서원구,45~49세,16965
흥덕구,15~19세,13623
흥덕구,20~24세,19266
흥덕구,25~29세,23861
흥덕구,30~34세,21059
흥덕구,35~39세,22181
흥덕구,40~44세,21141
흥덕구,45~49세,22501
청원구,15~19세,9932
청원구,20~24세,13523
청원구,25~29세,14804
청원구,30~34세,14920
청원구,35~39세,17581
청원구,40~44세,16652
청원구,45~49세,15514
보은군,15~19세,1111
보은군,20~24세,1194
보은군,25~29세,1130
보은군,30~34세,1045
보은군,35~39세,1293
보은군,40~44세,1374
보은군,45~49세,1876
옥천군,15~19세,1845
옥천군,20~24세,2310
옥천군,25~29세,1970
옥천군,30~34세,1720
옥천군,35~39세,2291
옥천군,40~44세,2703
옥천군,45~49세,3378
영동군,15~19세,1997
영동군,20~24세,3219
영동군,25~29세,1904
영동군,30~34세,1536
영동군,35~39세,1812
영동군,40~44세,2187
영동군,45~49세,2989
진천군,15~19세,4045
진천군,20~24세,4798
진천군,25~29세,6050
진천군,30~34세,6381
진천군,35~39세,7619
진천군,40~44세,7425
진천군,45~49세,7147
괴산군,15~19세,1539
괴산군,20~24세,2716
괴산군,25~29세,1613
괴산군,30~34세,1292
괴산군,35~39세,1418
괴산군,40~44세,1579
괴산군,45~49세,2100
음성군,15~19세,4172
음성군,20~24세,5845
음성군,25~29세,7372
음성군,30~34세,6945
음성군,35~39세,7133
음성군,40~44세,7349
음성군,45~49세,8196
단양군,15~19세,1024
단양군,20~24세,958
단양군,25~29세,1014
단양군,30~34세,912
단양군,35~39세,1083
단양군,40~44세,1316
단양군,45~49세,1837
증평군,15~19세,1638
증평군,20~24세,2354
증평군,25~29세,2507
증평군,30~34세,2292
증평군,35~39세,2721
증평군,40~44세,2706
증평군,45~49세,2886
읍부,15~19세,26634
읍부,20~24세,30370
읍부,25~29세,28244
읍부,30~34세,28549
읍부,35~39세,35340
읍부,40~44세,38002
읍부,45~49세,41622
면부,15~19세,24024
면부,20~24세,35667
면부,25~29세,33820
면부,30~34세,32632
면부,35~39세,36928
면부,40~44세,37507
면부,45~49세,42659
동부,15~19세,56373
동부,20~24세,72771
동부,25~29세,73388
동부,30~34세,73136
동부,35~39세,86203
동부,40~44세,85864
동부,45~49세,88214
천안시,15~19세,36766
천안시,20~24세,52798
천안시,25~29세,53900
천안시,30~34세,52908
천안시,35~39세,58958
천안시,40~44세,56404
천안시,45~49세,57623
동남구,15~19세,16054
동남구,20~24세,23310
동남구,25~29세,19551
동남구,30~34세,16681
동남구,35~39세,19539
동남구,40~44세,21124
동남구,45~49세,22923
서북구,15~19세,20712
서북구,20~24세,29488
서북구,25~29세,34349
서북구,30~34세,36227
서북구,35~39세,39419
서북구,40~44세,35280
서북구,45~49세,34700
공주시,15~19세,6231
공주시,20~24세,8191
공주시,25~29세,5924
공주시,30~34세,4761
공주시,35~39세,5254
공주시,40~44세,5974
공주시,45~49세,7211
보령시,15~19세,3765
보령시,20~24세,4850
보령시,25~29세,4990
보령시,30~34세,4761
보령시,35~39세,5813
보령시,40~44세,6484
보령시,45~49세,7669
아산시,15~19세,17561
아산시,20~24세,23243
아산시,25~29세,22636
아산시,30~34세,24700
아산시,35~39세,31467
아산시,40~44세,30782
아산시,45~49세,28700
서산시,15~19세,8003
서산시,20~24세,9183
서산시,25~29세,10266
서산시,30~34세,10782
서산시,35~39세,12722
서산시,40~44세,13594
서산시,45~49세,14646
논산시,15~19세,6071
논산시,20~24세,6963
논산시,25~29세,6574
논산시,30~34세,5830
논산시,35~39세,6312
논산시,40~44세,6914
논산시,45~49세,8515
계룡시,15~19세,2641
계룡시,20~24세,2303
계룡시,25~29세,1893
계룡시,30~34세,1662
계룡시,35~39세,2790
계룡시,40~44세,3682
계룡시,45~49세,4574
당진시,15~19세,7151
당진시,20~24세,8120
당진시,25~29세,9306
당진시,30~34세,11101
당진시,35~39세,13850
당진시,40~44세,13528
당진시,45~49세,13662
금산군,15~19세,2848
금산군,20~24세,4088
금산군,25~29세,2441
금산군,30~34세,1937
금산군,35~39세,2402
금산군,40~44세,2754
금산군,45~49세,3496
부여군,15~19세,2375
부여군,20~24세,3035
부여군,25~29세,2615
부여군,30~34세,2228
부여군,35~39세,2583
부여군,40~44세,3029
부여군,45~49세,4037
서천군,15~19세,1859
서천군,20~24세,1849
서천군,25~29세,2091
서천군,30~34세,1791
서천군,35~39세,2086
서천군,40~44세,2508
서천군,45~49세,3249
청양군,15~19세,1054
청양군,20~24세,1401
청양군,25~29세,1214
청양군,30~34세,1096
청양군,35~39세,1138
청양군,40~44세,1307
청양군,45~49세,1742
홍성군,15~19세,5370
홍성군,20~24세,6385
홍성군,25~29세,5293
홍성군,30~34세,5069
홍성군,35~39세,6360
홍성군,40~44세,6732
홍성군,45~49세,7858
예산군,15~19세,3209
예산군,20~24세,3708
예산군,25~29세,3609
예산군,30~34세,3226
예산군,35~39세,3662
예산군,40~44세,4154
예산군,45~49세,5414
태안군,15~19세,2127
태안군,20~24세,2691
태안군,25~29세,2700
태안군,30~34세,2465
태안군,35~39세,3074
태안군,40~44세,3527
태안군,45~49세,4099
읍부,15~19세,8652
읍부,20~24세,10016
읍부,25~29세,7903
읍부,30~34세,7046
읍부,35~39세,9085
읍부,40~44세,10556
읍부,45~49세,11971
면부,15~19세,10698
면부,20~24세,14231
면부,25~29세,14236
면부,30~34세,12381
면부,35~39세,13559
면부,40~44세,15282
면부,45~49세,20876
동부,15~19세,74461
동부,20~24세,99725
동부,25~29세,83288
동부,30~34세,68820
동부,35~39세,84637
동부,40~44세,94776
동부,45~49세,110939
전주시,15~19세,39317
전주시,20~24세,54371
전주시,25~29세,46183
전주시,30~34세,37829
전주시,35~39세,44866
전주시,40~44세,49284
전주시,45~49세,56882
완산구,15~19세,21064
완산구,20~24세,27669
완산구,25~29세,23693
완산구,30~34세,18692
완산구,35~39세,21303
완산구,40~44세,23667
완산구,45~49세,29397
덕진구,15~19세,18253
덕진구,20~24세,26702
덕진구,25~29세,22490
덕진구,30~34세,19137
덕진구,35~39세,23563
덕진구,40~44세,25617
덕진구,45~49세,27485
군산시,15~19세,13685
군산시,20~24세,17954
군산시,25~29세,14991
군산시,30~34세,13858
군산시,35~39세,18537
군산시,40~44세,20068
군산시,45~49세,23157
익산시,15~19세,16111
익산시,20~24세,22908
익산시,25~29세,18232
익산시,30~34세,13606
익산시,35~39세,16114
익산시,40~44세,18594
익산시,45~49세,22740
정읍시,15~19세,4808
정읍시,20~24세,5938
정읍시,25~29세,5089
정읍시,30~34세,4438
정읍시,35~39세,5207
정읍시,40~44세,6433
정읍시,45~49세,8134
남원시,15~19세,3411
남원시,20~24세,3462
남원시,25~29세,3389
남원시,30~34세,2952
남원시,35~39세,3618
남원시,40~44세,4498
남원시,45~49세,6050
김제시,15~19세,3017
김제시,20~24세,3498
김제시,25~29세,3741
김제시,30~34세,3284
김제시,35~39세,3868
김제시,40~44세,4304
김제시,45~49세,5332
완주군,15~19세,5133
완주군,20~24세,7417
완주군,25~29세,5224
완주군,30~34세,4465
완주군,35~39세,5838
완주군,40~44세,6425
완주군,45~49세,7128
진안군,15~19세,744
진안군,20~24세,880
진안군,25~29세,841
진안군,30~34세,738
진안군,35~39세,890
진안군,40~44세,1079
진안군,45~49세,1417
무주군,15~19세,819
무주군,20~24세,722
무주군,25~29세,830
무주군,30~34세,779
무주군,35~39세,909
무주군,40~44세,1193
무주군,45~49세,1559
장수군,15~19세,711
장수군,20~24세,767
장수군,25~29세,810
장수군,30~34세,751
장수군,35~39세,867
장수군,40~44세,1080
장수군,45~49세,1359
임실군,15~19세,896
임실군,20~24세,1272
임실군,25~29세,1064
임실군,30~34세,939
임실군,35~39세,1001
임실군,40~44세,1200
임실군,45~49세,1495
순창군,15~19세,1000
순창군,20~24세,931
순창군,25~29세,951
순창군,30~34세,946
순창군,35~39세,1131
순창군,40~44세,1350
순창군,45~49세,1801
고창군,15~19세,2382
고창군,20~24세,1921
고창군,25~29세,2067
고창군,30~34세,1853
고창군,35~39세,2202
고창군,40~44세,2512
고창군,45~49세,3435
부안군,15~19세,1777
부안군,20~24세,1931
부안군,25~29세,2015
부안군,30~34세,1809
부안군,35~39세,2233
부안군,40~44세,2594
부안군,45~49세,3297
읍부,15~19세,22693
읍부,20~24세,24238
읍부,25~29세,22854
읍부,30~34세,21160
읍부,35~39세,27837
읍부,40~44세,30705
읍부,45~49세,34874
면부,15~19세,17817
면부,20~24세,23108
면부,25~29세,24169
면부,30~34세,21119
면부,35~39세,24250
면부,40~44세,26610
면부,45~49세,34056
동부,15~19세,41731
동부,20~24세,50294
동부,25~29세,49731
동부,30~34세,42414
동부,35~39세,54599
동부,40~44세,59122
동부,45~49세,67098
목포시,15~19세,12075
목포시,20~24세,14892
목포시,25~29세,12357
목포시,30~34세,10754
목포시,35~39세,15721
목포시,40~44세,17731
목포시,45~49세,19698
여수시,15~19세,12602
여수시,20~24세,15129
여수시,25~29세,16557
여수시,30~34세,14356
여수시,35~39세,17791
여수시,40~44세,19026
여수시,45~49세,22199
순천시,15~19세,14699
순천시,20~24세,17707
순천시,25~29세,17365
순천시,30~34세,14506
순천시,35~39세,18040
순천시,40~44세,19550
순천시,45~49세,22861
나주시,15~19세,5090
나주시,20~24세,6120
나주시,25~29세,6941
나주시,30~34세,6794
나주시,35~39세,8006
나주시,40~44세,8032
나주시,45~49세,7829
광양시,15~19세,7241
광양시,20~24세,8208
광양시,25~29세,9069
광양시,30~34세,8149
광양시,35~39세,10186
광양시,40~44세,10750
광양시,45~49세,12422
담양군,15~19세,2150
담양군,20~24세,2498
담양군,25~29세,2277
담양군,30~34세,1717
담양군,35~39세,1939
담양군,40~44세,2029
담양군,45~49세,2797
곡성군,15~19세,1479
곡성군,20~24세,1642
곡성군,25~29세,1146
곡성군,30~34세,805
곡성군,35~39세,988
곡성군,40~44세,1189
곡성군,45~49세,1695
구례군,15~19세,745
구례군,20~24세,851
구례군,25~29세,815
구례군,30~34세,676
구례군,35~39세,927
구례군,40~44세,1127
구례군,45~49세,1548
고흥군,15~19세,1689
고흥군,20~24세,1902
고흥군,25~29세,1944
고흥군,30~34세,1737
고흥군,35~39세,2081
고흥군,40~44세,2584
고흥군,45~49세,3413
보성군,15~19세,1356
보성군,20~24세,1372
보성군,25~29세,1231
보성군,30~34세,1155
보성군,35~39세,1327
보성군,40~44세,1695
보성군,45~49세,2162
화순군,15~19세,2994
화순군,20~24세,3423
화순군,25~29세,2909
화순군,30~34세,2131
화순군,35~39세,2591
화순군,40~44세,3359
화순군,45~49세,4654
장흥군,15~19세,1217
장흥군,20~24세,1423
장흥군,25~29세,1340
장흥군,30~34세,1264
장흥군,35~39세,1553
장흥군,40~44세,1670
장흥군,45~49세,2261
강진군,15~19세,1302
강진군,20~24세,1332
강진군,25~29세,1294
강진군,30~34세,1095
강진군,35~39세,1333
강진군,40~44세,1509
강진군,45~49세,2048
해남군,15~19세,2195
해남군,20~24세,2600
해남군,25~29세,2626
해남군,30~34세,2476
해남군,35~39세,3032
해남군,40~44세,3488
해남군,45~49세,4348
영암군,15~19세,2459
영암군,20~24세,3592
영암군,25~29세,3183
영암군,30~34세,3032
영암군,35~39세,3698
영암군,40~44세,3737
영암군,45~49세,4313
무안군,15~19세,4747
무안군,20~24세,6158
무안군,25~29세,4456
무안군,30~34세,4197
무안군,35~39세,6093
무안군,40~44세,6468
무안군,45~49세,6394
함평군,15~19세,1296
함평군,20~24세,1205
함평군,25~29세,1192
함평군,30~34세,997
함평군,35~39세,1180
함평군,40~44세,1340
함평군,45~49세,1858
영광군,15~19세,2035
영광군,20~24세,2087
영광군,25~29세,2368
영광군,30~34세,2353
영광군,35~39세,2598
영광군,40~44세,2757
영광군,45~49세,3485
장성군,15~19세,1740
장성군,20~24세,1734
장성군,25~29세,2339
장성군,30~34세,1715
장성군,35~39세,2053
장성군,40~44세,2269
장성군,45~49세,2798
완도군,15~19세,1437
완도군,20~24세,1670
완도군,25~29세,2397
완도군,30~34세,2177
완도군,35~39세,2642
완도군,40~44세,2907
완도군,45~49세,3183
진도군,15~19세,883
진도군,20~24세,1086
진도군,25~29세,1592
진도군,30~34세,1308
진도군,35~39세,1397
진도군,40~44세,1529
진도군,45~49세,1920
신안군,15~19세,810
신안군,20~24세,1009
신안군,25~29세,1356
신안군,30~34세,1299
신안군,35~39세,1510
신안군,40~44세,1691
신안군,45~49세,2142
읍부,15~19세,30196
읍부,20~24세,40738
읍부,25~29세,34577
읍부,30~34세,32843
읍부,35~39세,40465
읍부,40~44세,43296
읍부,45~49세,50350
면부,15~19세,16052
면부,20~24세,22623
면부,25~29세,25938
면부,30~34세,26112
면부,35~39세,28020
면부,40~44세,27857
면부,45~49세,34637
동부,15~19세,74074
동부,20~24세,95075
동부,25~29세,88582
동부,30~34세,80371
동부,35~39세,99770
동부,40~44세,105450
동부,45~49세,119238
포항시,15~19세,22903
포항시,20~24세,28302
포항시,25~29세,28785
포항시,30~34세,26537
포항시,35~39세,34543
포항시,40~44세,35582
포항시,45~49세,40919
남구,15~19세,10509
남구,20~24세,12203
남구,25~29세,14118
남구,30~34세,12309
남구,35~39세,15781
남구,40~44세,16508
남구,45~49세,18900
북구,15~19세,12394
북구,20~24세,16099
북구,25~29세,14667
북구,30~34세,14228
북구,35~39세,18762
북구,40~44세,19074
북구,45~49세,22019
경주시,15~19세,11274
경주시,20~24세,17398
경주시,25~29세,15142
경주시,30~34세,13730
경주시,35~39세,16006
경주시,40~44세,16908
경주시,45~49세,20885
김천시,15~19세,6352
김천시,20~24세,7803
김천시,25~29세,7447
김천시,30~34세,7080
김천시,35~39세,8646
김천시,40~44세,8856
김천시,45~49세,10142
안동시,15~19세,7967
안동시,20~24세,10122
안동시,25~29세,8283
안동시,30~34세,7098
안동시,35~39세,8540
안동시,40~44세,10004
안동시,45~49세,11943
구미시,15~19세,23253
구미시,20~24세,27503
구미시,25~29세,29812
구미시,30~34세,30640
구미시,35~39세,36487
구미시,40~44세,35892
구미시,45~49세,36605
영주시,15~19세,5613
영주시,20~24세,6206
영주시,25~29세,4400
영주시,30~34세,3774
영주시,35~39세,4851
영주시,40~44세,6061
영주시,45~49세,7605
영천시,15~19세,3278
영천시,20~24세,5095
영천시,25~29세,5403
영천시,30~34세,5052
영천시,35~39세,5479
영천시,40~44세,5586
영천시,45~49세,7124
상주시,15~19세,4082
상주시,20~24세,4945
상주시,25~29세,3799
상주시,30~34세,3354
상주시,35~39세,4210
상주시,40~44세,4750
상주시,45~49세,6381
문경시,15~19세,2782
문경시,20~24세,2930
문경시,25~29세,2535
문경시,30~34세,2467
문경시,35~39세,3176
문경시,40~44세,3689
문경시,45~49세,4744
경산시,15~19세,15935
경산시,20~24세,28618
경산시,25~29세,20771
경산시,30~34세,16774
경산시,35~39세,19192
경산시,40~44세,19646
경산시,45~49세,22535
군위군,15~19세,475
군위군,20~24세,702
군위군,25~29세,818
군위군,30~34세,754
군위군,35~39세,745
군위군,40~44세,899
군위군,45~49세,1164
의성군,15~19세,1028
의성군,20~24세,1290
의성군,25~29세,1629
의성군,30~34세,1548
의성군,35~39세,1714
의성군,40~44세,1847
의성군,45~49세,2516
청송군,15~19세,519
청송군,20~24세,705
청송군,25~29세,825
청송군,30~34세,787
청송군,35~39세,899
청송군,40~44세,946
청송군,45~49세,1323
영양군,15~19세,374
영양군,20~24세,404
영양군,25~29세,528
영양군,30~34세,503
영양군,35~39세,541
영양군,40~44세,685
영양군,45~49세,961
영덕군,15~19세,848
영덕군,20~24세,1005
영덕군,25~29세,1328
영덕군,30~34세,1205
영덕군,35~39세,1557
영덕군,40~44세,1686
영덕군,45~49세,2148
청도군,15~19세,1493
청도군,20~24세,1388
청도군,25~29세,1639
청도군,30~34세,1467
청도군,35~39세,1648
청도군,40~44세,1804
청도군,45~49세,2432
고령군,15~19세,962
고령군,20~24세,1429
고령군,25~29세,1478
고령군,30~34세,1425
고령군,35~39세,1603
고령군,40~44세,1675
고령군,45~49세,2287
성주군,15~19세,1069
성주군,20~24세,1555
성주군,25~29세,2139
성주군,30~34세,1885
성주군,35~39세,1880
성주군,40~44세,2065
성주군,45~49세,2521
칠곡군,15~19세,5534
칠곡군,20~24세,6456
칠곡군,25~29세,6607
칠곡군,30~34세,7257
칠곡군,35~39세,9251
칠곡군,40~44세,9843
칠곡군,45~49세,10698
예천군,15~19세,1789
예천군,20~24세,1782
예천군,25~29세,2033
예천군,30~34세,2392
예천군,35~39세,3112
예천군,40~44세,3488
예천군,45~49세,3402
봉화군,15~19세,864
봉화군,20~24세,816
봉화군,25~29세,882
봉화군,30~34세,862
봉화군,35~39세,1096
봉화군,40~44세,1291
봉화군,45~49세,1774
울진군,15~19세,1763
울진군,20~24세,1709
울진군,25~29세,2360
울진군,30~34세,2343
울진군,35~39세,2544
울진군,40~44세,2862
울진군,45~49세,3418
울릉군,15~19세,165
울릉군,20~24세,273
울릉군,25~29세,454
울릉군,30~34세,392
울릉군,35~39세,535
울릉군,40~44세,538
울릉군,45~49세,698
읍부,15~19세,25198
읍부,20~24세,27346
읍부,25~29세,27358
읍부,30~34세,28436
읍부,35~39세,37871
읍부,40~44세,40623
읍부,45~49세,43376
면부,15~19세,21754
면부,20~24세,26502
면부,25~29세,32557
면부,30~34세,34428
면부,35~39세,42446
면부,40~44세,41860
면부,45~49세,45726
동부,15~19세,108983
동부,20~24세,134963
동부,25~29세,134568
동부,30~34세,124726
동부,35~39세,158909
동부,40~44세,171303
동부,45~49세,193799
진주시,15~19세,18501
진주시,20~24세,26783
진주시,25~29세,22795
진주시,30~34세,19737
진주시,35~39세,23262
진주시,40~44세,25379
진주시,45~49세,28787
통영시,15~19세,5436
통영시,20~24세,5661
통영시,25~29세,5802
통영시,30~34세,6359
통영시,35~39세,9290
통영시,40~44세,10436
통영시,45~49세,11047
사천시,15~19세,4531
사천시,20~24세,4689
사천시,25~29세,5749
사천시,30~34세,5755
사천시,35~39세,7539
사천시,40~44세,8499
사천시,45~49세,9467
김해시,15~19세,29385
김해시,20~24세,36143
김해시,25~29세,36002
김해시,30~34세,34350
김해시,35~39세,43357
김해시,40~44세,46860
김해시,45~49세,53619
밀양시,15~19세,3990
밀양시,20~24세,5089
밀양시,25~29세,5160
밀양시,30~34세,4350
밀양시,35~39세,5315
밀양시,40~44세,5729
밀양시,45~49세,6979
거제시,15~19세,11957
거제시,20~24세,11624
거제시,25~29세,12209
거제시,30~34세,15761
거제시,35~39세,24298
거제시,40~44세,24173
거제시,45~49세,24288
양산시,15~19세,16513
양산시,20~24세,19300
양산시,25~29세,21599
양산시,30~34세,22091
양산시,35~39세,29360
양산시,40~44세,29850
양산시,45~49세,30491
창원시,15~19세,47937
창원시,20~24세,61409
창원시,25~29세,66399
창원시,30~34세,61887
창원시,35~39세,76084
창원시,40~44세,79357
창원시,45~49세,87618
의창구,15~19세,11698
의창구,20~24세,17364
의창구,25~29세,18748
의창구,30~34세,16561
의창구,35~39세,19764
의창구,40~44세,19285
의창구,45~49세,21571
성산구,15~19세,11327
성산구,20~24세,14182
성산구,25~29세,16971
성산구,30~34세,15189
성산구,35~39세,15564
성산구,40~44세,16278
성산구,45~49세,19897
마산합포구,15~19세,7073
마산합포구,20~24세,9413
마산합포구,25~29세,9341
마산합포구,30~34세,8727
마산합포구,35~39세,11764
마산합포구,40~44세,12143
마산합포구,45~49세,12805
마산회원구,15~19세,9025
마산회원구,20~24세,11261
마산회원구,25~29세,10924
마산회원구,30~34세,9884
마산회원구,35~39세,12442
마산회원구,40~44세,14106
마산회원구,45~49세,15970
진해구,15~19세,8814
진해구,20~24세,9189
진해구,25~29세,10415
진해구,30~34세,11526
진해구,35~39세,16550
진해구,40~44세,17545
진해구,45~49세,17375
의령군,15~19세,751
의령군,20~24세,947
의령군,25~29세,1079
의령군,30~34세,998
의령군,35~39세,1069
의령군,40~44세,1156
의령군,45~49세,1618
함안군,15~19세,2799
함안군,20~24세,2895
함안군,25~29세,3358
함안군,30~34세,3317
함안군,35~39세,3954
함안군,40~44세,4531
함안군,45~49세,5083
창녕군,15~19세,2180
창녕군,20~24세,2476
창녕군,25~29세,2965
창녕군,30~34세,2887
창녕군,35~39세,3174
창녕군,40~44세,3327
창녕군,45~49세,3865
고성군,15~19세,2167
고성군,20~24세,1833
고성군,25~29세,1939
고성군,30~34세,1858
고성군,35~39세,2572
고성군,40~44세,2775
고성군,45~49세,3459
남해군,15~19세,1696
남해군,20~24세,1650
남해군,25~29세,1504
남해군,30~34세,1257
남해군,35~39세,1506
남해군,40~44세,1793
남해군,45~49세,2687
하동군,15~19세,1198
하동군,20~24세,1457
하동군,25~29세,1479
하동군,30~34세,1341
하동군,35~39세,1466
하동군,40~44세,1855
하동군,45~49세,2804
산청군,15~19세,1226
산청군,20~24세,1054
산청군,25~29세,1204
산청군,30~34세,1052
산청군,35~39세,1226
산청군,40~44세,1380
산청군,45~49세,1984
함양군,15~19세,1310
함양군,20~24세,1299
함양군,25~29세,1354
함양군,30~34세,1131
함양군,35~39세,1529
함양군,40~44세,1713
함양군,45~49세,2525
거창군,15~19세,3206
거창군,20~24세,3098
거창군,25~29세,2442
거창군,30~34세,2243
거창군,35~39세,2756
거창군,40~44세,3253
거창군,45~49세,4173
합천군,15~19세,1152
합천군,20~24세,1404
합천군,25~29세,1444
합천군,30~34세,1216
합천군,35~39세,1469
합천군,40~44세,1720
합천군,45~49세,2407
읍부,15~19세,6445
읍부,20~24세,7472
읍부,25~29세,8697
읍부,30~34세,8049
읍부,35~39세,10699
읍부,40~44세,11739
읍부,45~49세,13139
면부,15~19세,1105
면부,20~24세,1669
면부,25~29세,1984
면부,30~34세,1732
면부,35~39세,2213
면부,40~44세,2624
면부,45~49세,2921
동부,15~19세,25729
동부,20~24세,30777
동부,25~29세,32813
동부,30~34세,28870
동부,35~39세,36999
동부,40~44세,38261
동부,45~49세,43393
제주시,15~19세,25636
제주시,20~24세,31396
제주시,25~29세,33467
제주시,30~34세,29299
제주시,35~39세,37464
제주시,40~44세,39014
제주시,45~49세,43959
서귀포시,15~19세,7643
서귀포시,20~24세,8522
서귀포시,25~29세,10027
서귀포시,30~34세,9352
서귀포시,35~39세,12447
서귀포시,40~44세,13610
서귀포시,45~49세,15494
